,fea_title_word_nums,fea_title_num_nums,fea_title_chars_low_nums,fea_title_chars_upp_nums,fea_title_chars_punct_nums,fea_title_stop_nums,fea_body_word_nums,fea_body_num_nums,fea_body_chars_low_nums,fea_body_chars_upp_nums,fea_body_chars_punct_nums,fea_body_stop_nums,fea_word_nums,fea_body_word_density,fea_title_word_density,body_noun_count,body_verb_count,body_adj_count,body_adv_count,body_pron_count,fea_body_total_length,fea_title_total_length,fea_body_upp_vs_length,fea_title_upp_vs_length,fea_body_num_exclamation_marks,fea_body_num_question_marks,fea_body_num_unique_words,fea_body_words_vs_unique,fea_body_word_unique_percent,gulpease,reliability
2355,7,0,46,3,1,1,176,21,946,25,28,65,183,5.4858757062146895,6.125,47,12,24,6,4,1195,56,0.02092050209205021,0.05357142857142857,0,0,133,0.7556818181818182,75.56818181818181,44.22727272727273,1
2356,5,0,22,3,1,1,249,0,1208,23,39,105,254,4.924,4.166666666666667,42,43,20,20,22,1519,30,0.015141540487162607,0.1,0,0,177,0.7108433734939759,71.08433734939759,58.19678714859438,1
2357,9,0,53,1,1,3,468,15,2198,103,68,169,477,4.906183368869936,5.4,106,74,29,41,20,2873,64,0.035851026801253044,0.015625,4,1,294,0.6282051282051282,62.82051282051282,51.0940170940171,1
2358,10,2,53,1,2,4,534,13,2894,79,78,185,544,5.557009345794392,4.909090909090909,140,61,54,22,21,3613,67,0.02186548574591752,0.014925373134328358,0,0,366,0.6853932584269663,68.53932584269663,41.870544090056285,1
2359,9,1,45,2,1,3,201,7,1096,48,20,73,210,5.663366336633663,4.7,54,21,27,6,4,1376,57,0.03488372093023256,0.03508771929824561,0,1,150,0.746268656716418,74.6268656716418,41.38805970149254,1
2360,10,2,45,1,4,3,196,4,945,56,28,75,206,5.081218274111675,4.181818181818182,39,33,9,15,9,1237,61,0.04527081649151172,0.01639344262295082,0,1,149,0.7602040816326531,76.0204081632653,49.40816326530612,1
2361,17,0,68,3,3,7,773,18,3336,87,96,350,790,4.422480620155039,3.9444444444444446,156,133,31,63,64,4346,92,0.020018407731247124,0.03260869565217391,0,7,415,0.536869340232859,53.6869340232859,57.64165588615783,1
2362,13,0,58,6,2,3,1079,241,4948,161,288,373,1092,4.730555555555555,4.571428571428571,257,122,72,43,19,6741,78,0.023883696780893044,0.07692307692307693,0,0,567,0.5254865616311399,52.548656163113996,54.403151065801666,1
2363,13,4,57,2,4,2,625,128,3075,64,126,233,638,5.014376996805112,4.214285714285714,163,77,59,22,12,4042,81,0.01583374567046017,0.024691358024691357,0,0,354,0.5664,56.64,48.088,1
2364,12,2,61,4,5,3,675,91,3516,73,120,258,687,5.309171597633136,5.0,183,78,65,32,14,4478,83,0.016301920500223315,0.04819277108433735,0,0,407,0.6029629629629629,60.2962962962963,46.86666666666667,1
2365,17,0,79,5,2,5,752,17,3783,91,74,313,769,5.144754316069057,4.666666666666667,157,126,51,66,24,4738,105,0.019206416209371042,0.047619047619047616,0,0,425,0.5651595744680851,56.515957446808514,48.787234042553195,1
2366,10,1,47,2,1,3,367,9,1813,37,38,139,377,5.0271739130434785,4.454545454545454,90,44,18,34,23,2290,60,0.016157205240174673,0.03333333333333333,0,0,247,0.6730245231607629,67.3024523160763,53.059945504087196,1
2367,14,0,86,2,3,4,945,20,4792,152,135,350,959,5.226215644820296,5.866666666666666,208,112,92,54,35,6076,104,0.025016458196181698,0.019230769230769232,0,0,557,0.5894179894179894,58.94179894179894,50.164021164021165,1
2368,12,2,58,2,2,4,657,44,3079,99,146,238,669,4.829787234042553,4.615384615384615,135,58,67,53,12,4029,75,0.024571854058078928,0.02666666666666667,0,0,359,0.5464231354642314,54.64231354642313,52.170731707317074,1
2369,13,0,57,2,1,6,539,50,2521,108,101,215,552,4.868518518518519,4.214285714285714,112,78,50,31,24,3327,72,0.032461677186654644,0.027777777777777776,0,0,313,0.5807050092764379,58.070500927643785,51.87569573283859,1
2370,9,2,48,2,3,2,228,11,1160,44,52,87,237,5.25764192139738,5.0,58,32,19,10,7,1495,63,0.0294314381270903,0.031746031746031744,0,0,172,0.7543859649122807,75.43859649122807,43.166666666666664,1
2371,9,1,42,2,2,2,406,5,2107,45,40,154,415,5.287469287469287,4.4,105,55,30,28,13,2623,55,0.01715592832634388,0.03636363636363636,0,0,272,0.6699507389162561,66.99507389162562,52.74384236453202,1
2372,20,0,101,4,3,9,324,4,1645,79,43,123,344,5.304615384615385,5.0,79,38,26,20,11,2101,127,0.0376011423131842,0.031496062992125984,0,1,226,0.6975308641975309,69.75308641975309,50.04938271604938,1
2373,14,2,63,3,2,5,439,7,2390,39,47,178,453,5.5204545454545455,4.4,113,58,42,31,9,2940,83,0.013265306122448979,0.03614457831325301,0,0,278,0.6332574031890661,63.325740318906604,44.205479452054796,1
2374,19,0,104,2,2,6,1520,13,7954,108,145,641,1539,5.300460223537146,5.3,419,206,111,66,55,9842,128,0.010973379394432025,0.015625,0,0,717,0.47171052631578947,47.171052631578945,44.723684210526315,1
2375,7,0,39,1,1,2,637,20,3227,133,92,222,644,5.266457680250784,5.0,166,90,43,31,23,4138,47,0.03214113098115031,0.02127659574468085,0,0,403,0.6326530612244898,63.265306122448976,49.29827315541601,1
2376,11,0,72,4,3,2,289,23,1552,45,38,105,300,5.506896551724138,6.333333333333333,71,38,34,15,10,1961,91,0.022947475777664456,0.04395604395604396,0,0,198,0.6851211072664359,68.5121107266436,45.608996539792386,1
2377,14,0,77,2,2,4,655,30,3192,84,77,244,669,4.9939024390243905,5.266666666666667,166,67,44,37,19,4048,94,0.020750988142292492,0.02127659574468085,0,0,374,0.5709923664122137,57.099236641221374,50.70992366412214,1
2378,13,2,66,2,3,1,530,9,2690,89,79,205,543,5.233521657250471,4.857142857142857,135,71,48,35,24,3400,85,0.026176470588235294,0.023529411764705882,0,0,338,0.6377358490566037,63.77358490566038,47.735849056603776,1
2379,12,2,53,3,3,3,779,40,3774,129,146,299,791,5.003846153846154,4.3076923076923075,170,101,80,35,30,4880,72,0.026434426229508198,0.041666666666666664,0,2,438,0.5622593068035944,56.22593068035943,51.34916559691913,1
2380,22,0,111,4,4,9,132,9,580,41,21,53,154,4.669172932330827,5.0,26,11,9,3,0,785,140,0.05222929936305733,0.02857142857142857,0,0,99,0.75,75.0,65.13636363636364,1
2381,18,0,84,6,3,6,304,11,1436,38,23,138,322,4.832786885245902,4.7368421052631575,71,35,20,12,3,1820,110,0.020879120879120878,0.05454545454545454,0,0,168,0.5526315789473685,55.26315789473684,48.671052631578945,1
2382,10,0,59,1,2,3,709,39,3588,111,91,275,719,5.209859154929577,5.454545454545454,157,86,55,40,32,4564,71,0.02432077125328659,0.014084507042253521,0,1,415,0.5853314527503526,58.53314527503526,47.81523272214386,1
2383,11,0,52,3,8,3,363,4,1675,39,73,131,374,4.708791208791209,4.583333333333333,72,62,21,29,11,2158,73,0.018072289156626505,0.0410958904109589,0,0,251,0.6914600550964187,69.14600550964187,52.91184573002755,1
2384,18,2,89,7,3,4,850,34,4186,161,116,310,868,5.108108108108108,5.052631578947368,190,110,84,40,30,5373,118,0.02996463800483901,0.059322033898305086,0,0,469,0.5517647058823529,55.1764705882353,52.11764705882353,1
2385,14,0,68,6,3,4,213,6,967,66,41,71,227,4.827102803738318,4.933333333333334,49,30,10,14,5,1303,92,0.05065234075211052,0.06521739130434782,0,0,165,0.7746478873239436,77.46478873239437,62.051643192488264,1
2386,11,0,58,4,2,3,646,8,3450,51,68,251,657,5.41112828438949,5.166666666666667,141,101,48,50,33,4242,76,0.012022630834512023,0.05263157894736842,1,1,410,0.6346749226006192,63.46749226006192,47.69969040247678,1
2387,10,0,62,2,2,2,393,12,2177,51,59,134,403,5.654822335025381,5.818181818181818,103,56,45,21,14,2724,77,0.018722466960352423,0.025974025974025976,3,0,292,0.7430025445292621,74.30025445292621,49.5852417302799,1
2388,11,0,70,2,1,3,929,26,4943,71,145,352,940,5.391397849462366,6.0,241,110,90,79,38,6125,84,0.011591836734693878,0.023809523809523808,0,0,568,0.6114101184068891,61.14101184068891,45.53390742734123,1
2389,24,0,105,4,2,11,1411,46,6856,300,162,532,1435,5.067988668555241,4.36,322,189,104,68,50,8841,136,0.0339328130302002,0.029411764705882353,0,2,746,0.5287030474840538,52.87030474840539,53.727143869596034,1
2390,13,0,59,5,0,3,114,11,498,43,10,42,127,4.7043478260869565,4.571428571428571,23,11,6,3,2,683,77,0.0629575402635432,0.06493506493506493,0,0,92,0.8070175438596491,80.70175438596492,55.228070175438596,1
2391,11,0,68,3,3,1,516,22,2513,86,76,202,527,5.027079303675048,5.916666666666667,115,68,45,25,24,3215,86,0.026749611197511663,0.03488372093023256,0,0,352,0.6821705426356589,68.21705426356588,51.36434108527132,1
2392,12,1,60,3,1,3,606,15,3077,69,61,223,618,5.182866556836903,4.846153846153846,153,76,69,39,21,3852,76,0.01791277258566978,0.039473684210526314,0,1,370,0.6105610561056105,61.056105610561055,46.85478547854785,1
2393,12,2,58,4,2,3,190,11,952,43,24,70,202,5.209424083769633,4.769230769230769,45,21,27,4,4,1228,77,0.03501628664495114,0.05194805194805195,0,0,124,0.6526315789473685,65.26315789473684,49.578947368421055,1
2394,18,10,86,4,8,2,3331,378,16413,574,661,1221,3349,5.098139255702281,4.7368421052631575,760,409,279,153,113,21444,125,0.02676739414288379,0.032,0,1,1575,0.472830981687181,47.283098168718105,54.65295706994896,1
2395,11,2,37,3,2,6,687,15,3478,82,103,266,698,5.174418604651163,3.3333333333333335,169,90,46,46,42,4394,56,0.018661811561219845,0.05357142857142857,0,4,414,0.6026200873362445,60.262008733624455,53.35225618631732,1
2396,9,0,49,4,3,2,845,4,4368,144,134,351,854,5.333333333333333,5.3,204,109,65,44,38,5545,64,0.025969341749323714,0.0625,0,0,503,0.5952662721893491,59.52662721893491,46.51184834123223,1
2397,10,2,47,3,1,4,160,7,780,51,22,53,170,5.161490683229814,4.545454545454546,35,18,15,9,1,1023,62,0.04985337243401759,0.04838709677419355,0,0,125,0.78125,78.125,52.1875,1
2398,14,4,67,2,5,4,305,9,1591,30,38,114,319,5.2973856209150325,4.6,64,38,28,27,8,1988,91,0.015090543259557344,0.02197802197802198,0,0,228,0.7475409836065574,74.75409836065573,48.24590163934426,1
2399,18,2,88,3,4,5,1867,124,9343,290,230,663,1885,5.156852248394005,4.7894736842105265,454,228,168,71,36,11950,114,0.024267782426778243,0.02631578947368421,0,0,849,0.4547402249598286,45.47402249598286,51.46384574183182,1
2400,13,0,78,5,5,3,403,10,2313,48,57,157,416,5.844059405940594,5.928571428571429,98,58,49,19,22,2839,100,0.016907361747094046,0.05,0,0,255,0.6327543424317618,63.27543424317618,39.62034739454094,1
2401,14,2,66,4,3,3,1122,60,5622,215,175,411,1136,5.1976847729296525,4.666666666666667,276,124,86,43,42,7214,90,0.029803160521208762,0.044444444444444446,1,2,640,0.5704099821746881,57.040998217468804,48.66131907308378,1
2402,12,0,71,4,2,3,291,34,1400,51,56,102,303,4.969178082191781,5.769230769230769,60,32,22,20,9,1837,90,0.027762656505171474,0.044444444444444446,0,0,212,0.7285223367697594,72.85223367697594,53.81099656357388,1
2403,12,2,70,3,5,2,487,26,2330,62,79,189,499,4.901639344262295,5.615384615384615,109,79,40,19,30,2992,92,0.02072192513368984,0.03260869565217391,0,0,309,0.6344969199178645,63.449691991786445,56.90554414784394,1
2404,12,0,61,6,3,3,194,16,973,67,28,66,206,5.333333333333333,5.153846153846154,42,21,18,4,6,1288,81,0.05201863354037267,0.07407407407407407,0,0,144,0.7422680412371134,74.22680412371135,46.628865979381445,1
2405,12,0,60,4,1,4,444,0,2363,26,55,181,456,5.368539325842697,4.923076923076923,121,62,39,31,17,2915,76,0.008919382504288165,0.05263157894736842,0,0,306,0.6891891891891891,68.91891891891892,48.68468468468468,1
2406,19,0,96,3,3,6,588,10,3459,94,79,215,607,6.032258064516129,4.95,156,79,83,25,20,4261,122,0.022060549166862238,0.02459016393442623,0,0,354,0.6020408163265306,60.204081632653065,37.41836734693877,1
2407,14,0,72,3,3,5,411,16,2079,79,50,147,425,5.237864077669903,5.0,113,46,30,14,11,2640,91,0.029924242424242423,0.03296703296703297,0,0,245,0.5961070559610706,59.61070559610705,47.1021897810219,1
2408,13,0,78,2,3,5,204,14,999,21,33,78,217,4.975609756097561,5.714285714285714,50,26,10,15,4,1274,95,0.016483516483516484,0.021052631578947368,0,0,155,0.7598039215686274,75.98039215686275,51.254901960784316,1
2409,12,0,70,4,1,4,611,23,3078,124,69,239,623,5.23202614379085,5.6923076923076925,142,73,42,38,37,3913,86,0.03168924099156657,0.046511627906976744,0,0,387,0.6333878887070377,63.338788870703766,48.13256955810147,1
2410,16,0,80,3,2,7,722,24,3744,107,118,295,738,5.326417704011065,4.882352941176471,174,103,44,26,46,4735,100,0.02259767687434002,0.03,0,0,350,0.48476454293628807,48.47645429362881,46.091412742382275,1
2411,10,0,59,1,1,4,758,14,4120,42,124,298,768,5.483530961791831,5.454545454545454,191,102,94,62,39,5097,70,0.00824014125956445,0.014285714285714285,0,1,484,0.6385224274406333,63.852242744063325,48.84168865435356,1
2412,16,3,79,2,2,5,395,12,2075,58,66,136,411,5.386363636363637,4.764705882352941,107,44,32,21,11,2622,101,0.02212051868802441,0.019801980198019802,0,1,266,0.6734177215189874,67.34177215189874,42.29113924050633,1
2413,12,2,58,1,1,5,480,17,2480,49,66,195,492,5.257796257796258,4.538461538461538,107,82,38,22,20,3091,73,0.015852474927208024,0.0136986301369863,0,0,306,0.6375,63.75,49.875,1
2414,22,8,103,4,3,6,230,0,1144,65,40,89,252,5.233766233766234,4.6521739130434785,60,25,23,13,13,1478,141,0.04397834912043302,0.028368794326241134,2,0,141,0.6130434782608696,61.30434782608695,62.869565217391305,1
2415,13,0,77,6,3,1,500,19,2325,72,81,198,513,4.7844311377245505,5.928571428571429,82,92,31,42,51,3030,102,0.023762376237623763,0.058823529411764705,0,8,322,0.644,64.4,63.12825651302605,1
2416,10,0,59,2,1,3,452,33,2312,61,54,168,462,5.23841059602649,5.545454545454546,89,69,42,39,24,2928,73,0.020833333333333332,0.0273972602739726,0,0,271,0.5995575221238938,59.95575221238938,50.74778761061947,1
2417,13,0,78,4,2,3,404,2,2159,56,53,140,417,5.469135802469136,5.857142857142857,92,54,44,43,9,2690,96,0.020817843866171002,0.041666666666666664,0,1,252,0.6237623762376238,62.37623762376238,44.024752475247524,1
2418,10,0,78,2,4,1,516,19,2676,45,68,201,526,5.2630560928433265,7.2727272727272725,121,78,30,39,28,3356,95,0.013408820023837902,0.021052631578947368,0,0,302,0.5852713178294574,58.52713178294574,50.47572815533981,1
2419,19,2,95,6,6,2,162,5,906,16,24,57,181,5.656441717791411,5.05,49,26,16,12,4,1122,131,0.0142602495543672,0.04580152671755725,0,0,123,0.7592592592592593,75.92592592592592,45.91358024691358,1
2420,11,2,51,5,3,3,238,14,1138,65,31,98,249,5.03347280334728,4.666666666666667,51,29,16,10,16,1494,71,0.04350736278447122,0.07042253521126761,0,0,176,0.7394957983193278,73.94957983193277,48.78991596638655,1
2421,4,0,22,2,0,1,728,19,3736,81,77,283,732,5.23593964334705,4.8,167,99,63,53,49,4686,29,0.017285531370038413,0.06896551724137931,0,0,434,0.5961538461538461,59.61538461538461,47.214285714285715,1
2422,10,0,54,1,2,4,92,4,394,29,27,38,102,4.548387096774194,5.0,18,12,7,9,10,549,66,0.052823315118397086,0.015151515151515152,0,0,83,0.9021739130434783,90.21739130434783,59.65217391304348,1
2423,17,0,65,7,3,5,561,41,2889,90,65,196,578,5.300711743772242,4.0,141,47,50,22,15,3656,91,0.02461706783369803,0.07692307692307693,0,0,304,0.5418894830659536,54.188948306595364,47.37789661319073,1
2424,17,0,67,3,2,7,729,18,3544,97,120,286,746,4.987671232876712,3.888888888888889,163,101,43,60,57,4522,88,0.021450685537372845,0.03409090909090909,0,4,445,0.6104252400548696,61.04252400548697,50.89300411522634,1
2425,14,0,67,3,4,6,181,5,935,16,25,76,195,5.225274725274725,4.666666666666667,39,34,11,9,12,1164,87,0.013745704467353952,0.034482758620689655,0,0,137,0.7569060773480663,75.69060773480663,48.613259668508285,1
2426,9,0,51,3,2,2,167,20,811,27,26,57,176,4.988095238095238,5.4,41,18,14,15,1,1057,64,0.02554399243140965,0.046875,0,0,125,0.7485029940119761,74.8502994011976,53.49101796407186,1
2427,7,1,53,1,0,1,155,4,783,13,24,59,162,5.102564102564102,6.75,44,14,19,9,5,981,62,0.013251783893985729,0.016129032258064516,0,0,119,0.7677419354838709,76.7741935483871,53.32258064516129,1
2428,21,1,105,4,2,8,237,1,1235,30,32,96,258,5.315126050420168,4.954545454545454,56,38,18,13,14,1558,136,0.019255455712451863,0.029411764705882353,0,1,169,0.7130801687763713,71.30801687763713,53.68354430379747,1
2429,17,0,68,5,2,6,250,31,1168,41,30,91,267,4.816733067729084,4.055555555555555,59,25,16,11,5,1528,91,0.026832460732984294,0.054945054945054944,0,0,191,0.764,76.4,51.68,1
2430,11,0,57,4,1,4,148,6,755,50,17,54,159,5.402684563758389,5.083333333333333,34,23,11,6,3,976,72,0.05122950819672131,0.05555555555555555,0,0,120,0.8108108108108109,81.08108108108108,45.013513513513516,1
2431,11,0,56,3,2,4,564,6,2773,64,53,223,575,5.021238938053098,4.916666666666667,145,83,39,40,26,3491,73,0.01833285591521054,0.0410958904109589,0,4,350,0.6205673758865248,62.05673758865248,48.02482269503546,1
2432,12,0,76,5,3,1,98,0,499,13,13,39,110,5.171717171717172,6.230769230769231,26,12,8,5,4,627,98,0.02073365231259968,0.05102040816326531,0,0,77,0.7857142857142857,78.57142857142857,49.714285714285715,1
2433,25,1,117,9,9,6,324,9,1610,46,30,118,349,5.095384615384615,4.846153846153846,71,45,33,20,19,2029,164,0.022671266633809757,0.054878048780487805,0,3,225,0.6944444444444444,69.44444444444444,47.45679012345679,1
2434,14,0,70,2,3,5,160,0,790,5,17,73,174,4.937888198757764,4.8,31,31,9,14,10,976,91,0.005122950819672131,0.02197802197802198,0,0,127,0.79375,79.375,47.3125,1
2435,11,0,55,1,1,5,219,4,1203,24,26,87,230,5.577272727272727,4.666666666666667,53,32,17,13,12,1480,67,0.016216216216216217,0.014925373134328358,0,0,164,0.7488584474885844,74.88584474885845,45.71232876712329,1
2436,14,0,75,5,3,4,131,6,693,26,25,48,145,5.446969696969697,5.333333333333333,21,19,10,7,7,888,97,0.02927927927927928,0.05154639175257732,0,0,97,0.7404580152671756,74.04580152671755,45.94656488549618,1
2438,9,2,47,2,2,2,666,39,3332,87,87,259,675,5.125937031484258,4.9,172,81,63,34,20,4241,61,0.020514029709974062,0.03278688524590164,0,0,408,0.6126126126126126,61.26126126126126,48.93984962406015,1
2439,17,0,110,5,4,2,1303,29,6587,123,121,536,1320,5.145705521472393,6.388888888888889,268,186,111,122,71,8245,141,0.014918132201334143,0.03546099290780142,0,13,669,0.513430544896393,51.34305448963929,49.683039140445125,1
2440,11,1,41,4,2,3,308,7,1510,47,36,122,319,5.038834951456311,3.75,63,38,28,28,10,1928,58,0.02437759336099585,0.06896551724137931,0,0,219,0.711038961038961,71.1038961038961,51.72727272727273,1
2441,17,0,98,10,7,1,551,17,2826,77,47,216,568,5.259057971014493,6.0,134,63,46,28,24,3543,137,0.02173299463731301,0.072992700729927,0,3,337,0.6116152450090744,61.16152450090744,44.24500907441016,1
2442,11,0,57,2,2,4,851,17,4425,153,131,313,862,5.373239436619718,4.916666666666667,220,121,62,46,20,5633,73,0.02716137049529558,0.0273972602739726,0,0,534,0.627497062279671,62.749706227967096,48.212690951821386,1
2443,13,0,64,5,5,3,457,15,2293,88,60,175,470,5.198689956331878,4.928571428571429,100,62,37,21,18,2925,86,0.030085470085470085,0.05813953488372093,0,0,252,0.5514223194748359,55.14223194748359,47.030634573304155,1
2444,13,0,64,2,2,4,409,8,2099,77,49,153,422,5.307317073170732,4.714285714285714,95,48,45,15,20,2666,80,0.028882220555138786,0.025,0,1,269,0.6577017114914425,65.77017114914426,44.94132029339853,1
2445,17,0,84,3,3,9,709,20,3294,106,108,276,726,4.788732394366197,4.833333333333333,148,106,49,52,31,4259,108,0.024888471472176567,0.027777777777777776,0,0,399,0.5627644569816643,56.276445698166434,55.79830747531735,1
2446,15,2,60,4,3,7,283,25,1374,40,37,104,298,4.97887323943662,4.0,70,26,20,15,15,1764,83,0.022675736961451247,0.04819277108433735,0,0,199,0.7031802120141343,70.31802120141343,49.21201413427562,1
2447,19,0,79,6,3,6,924,30,4521,148,135,350,943,5.047567567567568,4.25,219,98,88,41,32,5786,106,0.025578983753888698,0.05660377358490566,0,0,498,0.538961038961039,53.896103896103895,50.417748917748916,1
2448,10,0,50,1,1,4,261,6,1302,42,22,115,271,5.129770992366412,4.636363636363637,59,47,20,20,16,1634,61,0.025703794369645042,0.01639344262295082,0,0,180,0.6896551724137931,68.96551724137932,48.50191570881226,1
2449,20,2,92,3,3,5,475,41,2204,51,50,192,495,4.737394957983193,4.523809523809524,121,65,38,20,24,2838,119,0.017970401691331923,0.025210084033613446,0,0,298,0.6273684210526316,62.73684210526316,56.6,1
2450,11,0,60,2,0,5,436,27,2232,52,75,168,447,5.226544622425629,5.166666666666667,90,74,36,21,18,2827,72,0.01839405730456314,0.027777777777777776,0,0,290,0.6651376146788991,66.5137614678899,50.10091743119266,1
2451,18,0,111,5,4,6,387,0,1975,81,52,149,405,5.298969072164948,6.105263157894737,99,52,31,22,18,2507,139,0.03230953330674113,0.03597122302158273,2,0,237,0.6124031007751938,61.24031007751938,56.49354005167959,1
2452,11,4,52,2,3,3,66,20,308,10,18,21,77,4.746268656716418,4.5,19,6,5,4,2,425,71,0.023529411764705882,0.028169014084507043,0,0,58,0.8787878787878788,87.87878787878788,68.24242424242425,1
2454,12,0,57,4,4,2,599,24,3020,96,78,223,611,5.193333333333333,4.6923076923076925,141,78,48,23,25,3834,78,0.025039123630672927,0.05128205128205128,0,0,372,0.6210350584307178,62.10350584307179,52.90651085141903,1
2455,11,0,64,4,1,4,393,5,1892,41,58,154,404,4.906091370558376,5.666666666666667,93,58,24,30,24,2414,81,0.016984258492129246,0.04938271604938271,0,1,259,0.6590330788804071,65.90330788804071,57.218829516539444,1
2456,14,0,71,2,2,6,356,22,1836,92,61,103,370,5.400560224089636,4.866666666666666,98,29,26,17,8,2370,88,0.038818565400843885,0.022727272727272728,0,0,233,0.6544943820224719,65.4494382022472,45.99438202247191,1
2457,12,0,64,1,3,3,1372,54,6631,133,221,515,1384,4.926438455935907,5.0,316,207,108,104,81,8492,79,0.015661799340555817,0.012658227848101266,0,3,732,0.5335276967930029,53.352769679300295,57.176513493800144,1
2458,14,0,71,3,2,4,660,65,3360,80,119,242,674,5.204236006051437,4.933333333333334,189,69,51,53,23,4308,90,0.018570102135561744,0.03333333333333333,0,1,414,0.6272727272727273,62.72727272727273,54.13636363636363,1
2459,12,1,52,3,3,4,323,7,1611,50,63,119,335,5.1265432098765435,4.230769230769231,76,38,24,19,11,2053,70,0.024354603019970774,0.04285714285714286,0,0,228,0.7058823529411765,70.58823529411765,48.1640866873065,1
2460,9,2,45,5,2,1,225,25,1080,57,37,74,234,5.030973451327434,5.0,51,24,18,10,5,1424,64,0.04002808988764045,0.078125,0,0,162,0.72,72.0,50.733333333333334,1
2461,18,8,85,2,3,5,480,64,2276,92,80,184,498,4.923076923076923,4.578947368421052,111,52,33,13,19,3000,115,0.030666666666666665,0.017391304347826087,0,0,271,0.5645833333333333,56.458333333333336,51.9375,1
2462,6,0,40,2,1,1,221,10,1152,35,27,83,227,5.346846846846847,6.0,56,23,16,16,6,1445,48,0.02422145328719723,0.041666666666666664,0,0,145,0.6561085972850679,65.61085972850678,46.33031674208145,1
2463,13,0,85,1,1,5,282,3,1518,44,38,98,295,5.519434628975265,6.142857142857143,79,29,24,19,12,1895,99,0.02321899736147757,0.010101010101010102,0,0,174,0.6170212765957447,61.702127659574465,47.51063829787234,1
2464,20,0,98,2,2,10,362,8,1780,39,51,147,382,5.011019283746556,4.761904761904762,94,49,33,16,25,2253,121,0.017310252996005325,0.01652892561983471,0,0,235,0.649171270718232,64.9171270718232,52.53591160220994,1
2465,13,0,68,3,4,4,1432,239,6649,411,296,508,1445,4.926727145847871,5.071428571428571,323,166,117,87,49,9045,87,0.04543946932006634,0.034482758620689655,0,0,861,0.6012569832402235,60.125698324022345,58.74162011173185,1
2466,15,0,89,6,4,2,193,12,988,55,30,68,208,5.376288659793815,5.9375,42,26,15,12,9,1286,117,0.042768273716951785,0.05128205128205128,0,0,140,0.7253886010362695,72.53886010362694,49.15544041450777,1
2467,4,0,27,2,1,1,189,2,988,24,32,61,193,5.326315789473684,5.8,47,26,19,15,7,1242,33,0.01932367149758454,0.06060606060606061,0,0,140,0.7407407407407407,74.07407407407408,48.31216931216931,1
2468,13,4,52,3,3,4,211,19,1015,42,38,69,224,4.985849056603773,3.9285714285714284,45,27,17,4,7,1324,74,0.03172205438066465,0.04054054054054054,0,0,152,0.7203791469194313,72.03791469194313,54.97156398104266,1
2469,9,2,58,1,3,2,299,36,1494,25,46,112,308,5.0633333333333335,5.9,71,33,28,34,16,1914,73,0.013061650992685475,0.0136986301369863,0,1,212,0.7090301003344481,70.90301003344482,49.936454849498325,1
2470,8,0,24,2,0,4,1956,8,9457,199,348,785,1964,4.934082779764946,2.888888888888889,449,270,122,186,141,12068,33,0.016489890619821014,0.06060606060606061,0,1,1070,0.5470347648261759,54.70347648261759,53.25357873210634,1
2471,7,0,40,2,1,1,186,36,931,24,28,66,193,5.106951871657754,5.25,41,18,14,11,9,1204,49,0.019933554817275746,0.04081632653061224,0,0,144,0.7741935483870968,77.41935483870968,50.82795698924731,1
2472,14,2,66,1,2,6,288,2,1460,50,35,114,302,5.224913494809688,4.466666666666667,70,44,18,20,20,1845,84,0.02710027100271003,0.011904761904761904,0,1,207,0.71875,71.875,51.46527777777778,1
2473,8,0,47,2,1,2,499,34,2471,78,64,187,507,5.098,5.444444444444445,111,57,37,30,25,3159,57,0.024691358024691357,0.03508771929824561,0,0,314,0.6292585170340681,62.92585170340681,53.23694779116466,1
2474,16,0,76,2,2,7,567,18,2897,80,77,213,583,5.241197183098592,4.588235294117647,126,80,45,32,24,3669,97,0.021804306350504225,0.020618556701030927,1,0,363,0.6402116402116402,64.02116402116403,51.204585537918874,1
2475,11,0,47,1,0,4,389,8,1953,22,37,172,400,5.064102564102564,4.0,83,67,28,28,35,2423,60,0.009079653322327692,0.016666666666666666,0,5,239,0.6143958868894601,61.43958868894602,46.30077120822622,1
2476,8,7,38,2,2,2,172,45,751,56,27,55,180,4.664739884393064,4.444444444444445,34,21,12,7,9,1061,56,0.0527803958529689,0.03571428571428571,0,0,128,0.7441860465116279,74.4186046511628,61.44186046511628,1
2477,17,0,117,5,4,3,318,3,1635,35,40,140,335,5.235109717868339,6.777777777777778,59,48,25,32,24,2048,144,0.01708984375,0.034722222222222224,0,1,220,0.6918238993710691,69.18238993710692,49.534591194968556,1
2478,10,0,55,2,0,3,631,14,3168,114,96,210,641,5.193037974683544,5.181818181818182,159,83,59,40,18,4062,66,0.028064992614475627,0.030303030303030304,0,2,447,0.7083993660855784,70.83993660855785,59.38034865293186,1
2479,15,0,77,4,1,7,265,6,1391,43,45,106,280,5.390977443609023,5.0625,56,33,29,13,11,1756,96,0.0244874715261959,0.041666666666666664,0,0,195,0.7358490566037735,73.58490566037736,51.264150943396224,1
2480,18,8,66,5,11,5,2491,478,11872,360,499,845,2509,4.908507223113965,3.736842105263158,638,293,225,78,62,15891,107,0.022654332641117613,0.04672897196261682,0,0,1117,0.4484142914492172,44.84142914492172,54.600160578081095,1
